;screen_name;id;followers;friends;number_tweets;mean;variance;standard_deviation;monday;tuesday;wednesday;thursday;friday;saturday;sunday;mean_day_week;variance_day_week;standard_deviation_day_week;number_hashtags;hashtag_per_tweet;profile_image_url;profile_image_url_https
513;Enjoyablepuppy;927493366593437696;103421;97186;100;22133.65;449900548.01;21210.86;0.1188118811881188;0.19801980198019803;0.15841584158415842;0.10891089108910891;0.1485148514851485;0.10891089108910891;0.15841584158415842;14.43;9.39;3.06;1;0.005;http://pbs.twimg.com/profile_images/956718412532654080/5C3M61PF_normal.jpg;https://pbs.twimg.com/profile_images/956718412532654080/5C3M61PF_normal.jpg
514;Uiii9i__;979653575382061056;1550;1010;1;11948.00;0.00;0.00;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.29;0.20;0.45;0;0.0;http://pbs.twimg.com/profile_images/988766261118107649/ovxPqkIP_normal.jpg;https://pbs.twimg.com/profile_images/988766261118107649/ovxPqkIP_normal.jpg
515;wNo1512;967254687060668416;1279;1226;168;1854.61;15620794.78;3952.32;0.11;0.115;0.185;0.165;0.085;0.105;0.235;28.57;99.39;9.97;27;0.28;http://pbs.twimg.com/profile_images/973410571063246853/m1v_bj5W_normal.jpg;https://pbs.twimg.com/profile_images/973410571063246853/m1v_bj5W_normal.jpg
516;kaosu_ooba;968817536060899332;2110;2101;164;2179.07;17776721.71;4216.24;0.12626262626262627;0.18686868686868688;0.1111111111111111;0.18181818181818182;0.17676767676767677;0.10606060606060606;0.1111111111111111;28.29;46.20;6.80;38;0.215;http://pbs.twimg.com/profile_images/988791457715699712/mMP5rmWF_normal.jpg;https://pbs.twimg.com/profile_images/988791457715699712/mMP5rmWF_normal.jpg
517;0202Hisa;969892048399511553;1083;1305;180;6055.47;89807308.66;9476.67;0.18;0.12;0.17;0.15;0.095;0.08;0.205;28.57;73.10;8.55;13;0.15;http://pbs.twimg.com/profile_images/988046156914606080/YjZYOVbd_normal.jpg;https://pbs.twimg.com/profile_images/988046156914606080/YjZYOVbd_normal.jpg
518;Polina_Gordeewa;131462079;27109;23300;170;615.41;1438898.96;1199.54;0.11;0.135;0.345;0.125;0.12;0.13;0.035;28.57;312.24;17.67;24;0.16;http://pbs.twimg.com/profile_images/934715190096138241/TaURQU9w_normal.jpg;https://pbs.twimg.com/profile_images/934715190096138241/TaURQU9w_normal.jpg
519;sabenfatihB;1652365867;9101;7990;194;13678.67;177107068.09;13308.16;0.11055276381909548;0.1407035175879397;0.12060301507537688;0.22613065326633167;0.135678391959799;0.15577889447236182;0.11055276381909548;28.43;55.10;7.42;19;0.145;http://pbs.twimg.com/profile_images/986174593391054849/-_LhZr1x_normal.jpg;https://pbs.twimg.com/profile_images/986174593391054849/-_LhZr1x_normal.jpg
520;jackson_bavu;968622628427661315;1725;2791;166;59.01;3191.67;56.49;0.015;0.255;0.27;0.14;0.0;0.135;0.185;28.57;384.82;19.62;40;0.295;http://pbs.twimg.com/profile_images/968637316720930816/LC3sFISN_normal.jpg;https://pbs.twimg.com/profile_images/968637316720930816/LC3sFISN_normal.jpg
521;__hozn3;3300219043;205689;192948;165;3.04;5.41;2.33;0.0;0.0;0.15;0.85;0.0;0.0;0.0;28.57;3440.82;58.66;57;0.395;http://pbs.twimg.com/profile_images/979645861562023936/aFiaYS0r_normal.jpg;https://pbs.twimg.com/profile_images/979645861562023936/aFiaYS0r_normal.jpg
522;SabinaKalinska1;978586984573734918;1382;1555;70;456.29;334436.43;578.30;0.03529411764705882;0.24705882352941178;0.1411764705882353;0.03529411764705882;0.03529411764705882;0.29411764705882354;0.21176470588235294;12.14;75.55;8.69;37;0.25;http://pbs.twimg.com/profile_images/978587312836825088/QSZCF4D2_normal.jpg;https://pbs.twimg.com/profile_images/978587312836825088/QSZCF4D2_normal.jpg
523;legitmike_c;2340579173;4514;4641;174;3384.70;26348600.34;5133.09;0.205;0.23;0.045;0.115;0.06;0.04;0.305;28.57;374.53;19.35;51;0.35;http://pbs.twimg.com/profile_images/978209859463245824/FtcM7Usi_normal.jpg;https://pbs.twimg.com/profile_images/978209859463245824/FtcM7Usi_normal.jpg
524;___FTY___;847180840656351232;84442;84128;121;3553.47;36470476.63;6039.08;0.07352941176470588;0.08088235294117647;0.27941176470588236;0.13970588235294118;0.22058823529411764;0.07352941176470588;0.1323529411764706;19.43;101.10;10.05;10;0.05;http://pbs.twimg.com/profile_images/989193069043027968/qdrkecor_normal.jpg;https://pbs.twimg.com/profile_images/989193069043027968/qdrkecor_normal.jpg
525;gp_3z06;989076686464483328;1083;823;1;5627.00;0.00;0.00;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.29;0.49;0.70;1;0.005;http://pbs.twimg.com/profile_images/989077650521149440/OWA7Pck2_normal.jpg;https://pbs.twimg.com/profile_images/989077650521149440/OWA7Pck2_normal.jpg
526;alfaris_z;713630842799661056;223679;213481;161;2.48;1.84;1.36;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;47;0.26;http://pbs.twimg.com/profile_images/919391101819203584/7Au3AiSO_normal.jpg;https://pbs.twimg.com/profile_images/919391101819203584/7Au3AiSO_normal.jpg
527;5rj__;3231133771;147932;43611;110;13514.74;361523451.63;19013.77;0.05309734513274336;0.10619469026548672;0.09734513274336283;0.04424778761061947;0.336283185840708;0.2920353982300885;0.07079646017699115;16.14;156.98;12.53;9;0.055;http://pbs.twimg.com/profile_images/989118102515408896/5Ss358fW_normal.jpg;https://pbs.twimg.com/profile_images/989118102515408896/5Ss358fW_normal.jpg
528;yu_777777777777;976320246138089480;1670;1679;143;5689.64;77772968.37;8818.90;0.12422360248447205;0.11180124223602485;0.14285714285714285;0.08695652173913043;0.11801242236024845;0.22981366459627328;0.18633540372670807;23.00;53.71;7.33;8;0.07;http://pbs.twimg.com/profile_images/986230557011947522/htpuf40p_normal.jpg;https://pbs.twimg.com/profile_images/986230557011947522/htpuf40p_normal.jpg
529;H_m_s_vip;871713139351531521;61032;58410;167;11.51;273.28;16.53;0.0;0.0;0.38;0.62;0.0;0.0;0.0;28.57;2205.39;46.96;63;0.435;http://pbs.twimg.com/profile_images/981271527214772224/jG5nEe-O_normal.jpg;https://pbs.twimg.com/profile_images/981271527214772224/jG5nEe-O_normal.jpg
530;da23as;3151016936;346900;299302;157;6.61;118.01;10.86;0.0;0.0;0.7035175879396985;0.2964824120603015;0.0;0.0;0.0;28.43;2489.10;49.89;57;0.32;http://pbs.twimg.com/profile_images/964754002817748992/m3VjHST4_normal.jpg;https://pbs.twimg.com/profile_images/964754002817748992/m3VjHST4_normal.jpg
531;RAQEY;882992179630788609;9845;8613;156;5.22;64.37;8.02;0.0;0.335;0.66;0.005;0.0;0.0;0.0;28.57;2314.24;48.11;47;0.28;http://pbs.twimg.com/profile_images/937931047580430336/Ftdr8Gpw_normal.jpg;https://pbs.twimg.com/profile_images/937931047580430336/Ftdr8Gpw_normal.jpg
532;retj_m;3910601656;145202;132053;166;4.76;26.24;5.12;0.0;0.72;0.05;0.12;0.055;0.03;0.025;28.57;2268.53;47.63;51;0.345;http://pbs.twimg.com/profile_images/972378842387140614/SsW_cQgD_normal.jpg;https://pbs.twimg.com/profile_images/972378842387140614/SsW_cQgD_normal.jpg
533;cooltimeforever;145066823;157990;85910;196;24274.38;1066317275.51;32654.51;0.14213197969543148;0.1116751269035533;0.1319796954314721;0.14213197969543148;0.15736040609137056;0.18274111675126903;0.1319796954314721;28.14;16.69;4.09;0;0.0;http://pbs.twimg.com/profile_images/831216841489993728/rEVrLQKj_normal.jpg;https://pbs.twimg.com/profile_images/831216841489993728/rEVrLQKj_normal.jpg
534;goolp107;828359760869281792;40695;26952;156;3.73;17.99;4.24;0.0;0.41;0.47;0.12;0.0;0.0;0.0;28.57;1488.82;38.59;56;0.515;http://pbs.twimg.com/profile_images/988746300589035520/NtRK3FWe_normal.jpg;https://pbs.twimg.com/profile_images/988746300589035520/NtRK3FWe_normal.jpg
535;AuthorsReaders;3190849685;126643;122792;163;638.51;1801211.69;1342.09;0.25380710659898476;0.16751269035532995;0.07614213197969544;0.030456852791878174;0.015228426395939087;0.3147208121827411;0.14213197969543148;28.14;420.41;20.50;74;0.41;http://pbs.twimg.com/profile_images/985917508527017984/kN8VavX3_normal.jpg;https://pbs.twimg.com/profile_images/985917508527017984/kN8VavX3_normal.jpg
536;b__os;757177099648114688;63017;59082;162;5.52;59.71;7.73;0.0;0.0;0.41624365482233505;0.583756345177665;0.0;0.0;0.0;28.14;2057.84;45.36;69;0.52;http://pbs.twimg.com/profile_images/958551820066086912/fuFD0i_N_normal.jpg;https://pbs.twimg.com/profile_images/958551820066086912/fuFD0i_N_normal.jpg
537;tzz__;1664985482;238039;238809;172;3.05;1.47;1.21;0.035;0.005;0.06;0.0;0.08;0.765;0.055;28.57;2609.39;51.08;23;0.135;http://pbs.twimg.com/profile_images/915066906708791297/PtyMaUQG_normal.jpg;https://pbs.twimg.com/profile_images/915066906708791297/PtyMaUQG_normal.jpg
538;_b404;704684662736687104;105094;86122;162;160.09;109274.41;330.57;0.155;0.13;0.095;0.195;0.075;0.06;0.29;28.57;219.67;14.82;19;0.2;http://pbs.twimg.com/profile_images/988076633667055617/NM0HfFyB_normal.jpg;https://pbs.twimg.com/profile_images/988076633667055617/NM0HfFyB_normal.jpg
539;9llcc;727668850603479040;33045;27120;154;2.83;7.78;2.79;0.085;0.11;0.055;0.42;0.105;0.09;0.135;28.57;532.82;23.08;43;0.335;http://pbs.twimg.com/profile_images/986725211163807749/sxLyISy4_normal.jpg;https://pbs.twimg.com/profile_images/986725211163807749/sxLyISy4_normal.jpg
540;f6ff;734854772;163493;136306;162;36.40;5113.07;71.51;0.0;0.09547738693467336;0.7386934673366834;0.1658291457286432;0.0;0.0;0.0;28.43;2485.96;49.86;28;0.205;http://pbs.twimg.com/profile_images/989226255420723200/Xss6UlKO_normal.jpg;https://pbs.twimg.com/profile_images/989226255420723200/Xss6UlKO_normal.jpg
541;grenta14;3068774352;107120;96596;159;2.27;1.78;1.33;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;42;0.335;http://pbs.twimg.com/profile_images/939312408174235649/OPY-u9ab_normal.jpg;https://pbs.twimg.com/profile_images/939312408174235649/OPY-u9ab_normal.jpg
542;3M4__;752105139616505856;160616;141386;155;2.35;0.51;0.71;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;57;0.32;http://pbs.twimg.com/profile_images/986509323802173440/6kfR0fZw_normal.jpg;https://pbs.twimg.com/profile_images/986509323802173440/6kfR0fZw_normal.jpg
543;_b404;704684662736687104;105094;86121;162;160.09;109274.41;330.57;0.155;0.13;0.095;0.195;0.075;0.06;0.29;28.57;219.67;14.82;19;0.2;http://pbs.twimg.com/profile_images/988076633667055617/NM0HfFyB_normal.jpg;https://pbs.twimg.com/profile_images/988076633667055617/NM0HfFyB_normal.jpg
544;Janta_ki_Aavaj;954599444644749313;1169;666;179;5441.70;60952462.09;7807.21;0.15151515151515152;0.10101010101010101;0.16161616161616163;0.12626262626262627;0.20202020202020202;0.13131313131313133;0.12626262626262627;28.29;35.63;5.97;23;0.445;http://pbs.twimg.com/profile_images/978870902652891137/p-IZTiZf_normal.jpg;https://pbs.twimg.com/profile_images/978870902652891137/p-IZTiZf_normal.jpg
545;bjiheonniee;981418952864751617;2077;1915;175;116.06;16880.95;129.93;0.0;0.0;0.455;0.545;0.0;0.0;0.0;28.57;2063.96;45.43;3;0.06;http://pbs.twimg.com/profile_images/988568033391140864/Was61oT__normal.jpg;https://pbs.twimg.com/profile_images/988568033391140864/Was61oT__normal.jpg
546;K8Qfr6v9imSQUv2;733330135378710528;3705;1421;171;5.19;20.93;4.57;0.0;0.02;0.065;0.025;0.86;0.02;0.01;28.57;3442.82;58.68;46;0.295;http://pbs.twimg.com/profile_images/985478588823633920/ro2Z7UOs_normal.jpg;https://pbs.twimg.com/profile_images/985478588823633920/ro2Z7UOs_normal.jpg
547;lifemakerssh;985855156465086464;330;76;33;9198.52;191313357.83;13831.61;0.1388888888888889;0.08333333333333333;0.1111111111111111;0.05555555555555555;0.0;0.1111111111111111;0.5;5.14;29.84;5.46;6;0.085;http://pbs.twimg.com/profile_images/986178443489562624/UuhNvziG_normal.jpg;https://pbs.twimg.com/profile_images/986178443489562624/UuhNvziG_normal.jpg
548;Mulev_;829092542775914496;1146;54;179;6975.58;106312177.07;10310.78;0.105;0.125;0.14;0.115;0.2;0.15;0.165;28.57;36.24;6.02;2;0.015;http://pbs.twimg.com/profile_images/989182960602624000/f26gZscN_normal.jpg;https://pbs.twimg.com/profile_images/989182960602624000/f26gZscN_normal.jpg
549;AhmedNubi2;985479328027873280;866;794;42;11727.02;218753312.45;14790.31;0.27906976744186046;0.16279069767441862;0.23255813953488372;0.046511627906976744;0.06976744186046512;0.046511627906976744;0.16279069767441862;6.14;13.55;3.68;6;0.035;http://pbs.twimg.com/profile_images/985490828675244033/9BjCSwa2_normal.jpg;https://pbs.twimg.com/profile_images/985490828675244033/9BjCSwa2_normal.jpg
550;NotMrNutting;887021070557040640;4309;2784;189;11749.96;262125530.15;16190.29;0.09;0.185;0.255;0.085;0.23;0.065;0.09;28.57;211.10;14.53;3;0.14;http://pbs.twimg.com/profile_images/887022286594875393/4glpb-75_normal.jpg;https://pbs.twimg.com/profile_images/887022286594875393/4glpb-75_normal.jpg
551;mislainedelta;725358474;17;81;7;705.43;452639.39;672.78;0.0;0.0;0.8888888888888888;0.1111111111111111;0.0;0.0;0.0;1.29;7.63;2.76;2;0.01;http://pbs.twimg.com/profile_images/989099501632868355/SCoQfdI6_normal.jpg;https://pbs.twimg.com/profile_images/989099501632868355/SCoQfdI6_normal.jpg
552;qp771;806255456398311425;1795;1355;45;4415.84;25726826.66;5072.16;0.16;0.0;0.26;0.24;0.16;0.16;0.02;7.14;21.27;4.61;0;0.0;http://pbs.twimg.com/profile_images/983405200886157313/nchyaTYi_normal.jpg;https://pbs.twimg.com/profile_images/983405200886157313/nchyaTYi_normal.jpg
553;momotamu_momo;864094080061423618;3229;3051;85;13159.85;239429488.60;15473.51;0.16091954022988506;0.09195402298850575;0.06896551724137931;0.09195402298850575;0.19540229885057472;0.28735632183908044;0.10344827586206896;12.43;39.10;6.25;13;0.115;http://pbs.twimg.com/profile_images/959890991573491712/_EaGcxjb_normal.jpg;https://pbs.twimg.com/profile_images/959890991573491712/_EaGcxjb_normal.jpg
554;ai6637670;976728088397713409;1060;1075;87;57.07;12215.88;110.53;0.35185185185185186;0.10185185185185185;0.4537037037037037;0.037037037037037035;0.009259259259259259;0.037037037037037035;0.009259259259259259;15.43;333.39;18.26;4;0.02;http://pbs.twimg.com/profile_images/976729006908329986/3hkWEd_Z_normal.jpg;https://pbs.twimg.com/profile_images/976729006908329986/3hkWEd_Z_normal.jpg
555;Amany_Adawy;974415077477683202;407;346;33;4664.45;54801903.22;7402.83;0.05263157894736842;0.02631578947368421;0.42105263157894735;0.21052631578947367;0.18421052631578946;0.07894736842105263;0.02631578947368421;5.43;25.39;5.04;3;0.015;http://pbs.twimg.com/profile_images/989200667771392001/al1CREY4_normal.jpg;https://pbs.twimg.com/profile_images/989200667771392001/al1CREY4_normal.jpg
556;sorc1great;972889420247552000;963;1563;64;384.64;479917.95;692.76;0.19230769230769232;0.07692307692307693;0.23076923076923078;0.4230769230769231;0.0;0.0;0.07692307692307693;11.14;120.12;10.96;16;0.08;http://pbs.twimg.com/profile_images/973037239977611266/GxpLHAQz_normal.jpg;https://pbs.twimg.com/profile_images/973037239977611266/GxpLHAQz_normal.jpg
557;eng_ADEL_JABRA;2209754237;3369;3288;161;123.52;24895.09;157.78;0.035;0.085;0.065;0.015;0.075;0.67;0.055;28.57;1871.96;43.27;13;0.085;http://pbs.twimg.com/profile_images/984427901121712128/EZc4E21p_normal.jpg;https://pbs.twimg.com/profile_images/984427901121712128/EZc4E21p_normal.jpg
558;760777S;3289857470;26061;921;159;9.63;271.74;16.48;0.22;0.165;0.1;0.105;0.225;0.185;0.0;28.57;220.82;14.86;15;0.09;http://pbs.twimg.com/profile_images/986207175696666626/kg65oPjZ_normal.jpg;https://pbs.twimg.com/profile_images/986207175696666626/kg65oPjZ_normal.jpg
559;myon0727;843470012232826880;907;831;188;8313.53;118214052.46;10872.63;0.08;0.085;0.09;0.105;0.27;0.22;0.15;28.57;192.53;13.88;40;0.305;http://pbs.twimg.com/profile_images/980850951694123009/4TFsdNss_normal.jpg;https://pbs.twimg.com/profile_images/980850951694123009/4TFsdNss_normal.jpg
560;K8Qfr6v9imSQUv2;733330135378710528;3705;1421;171;5.19;20.93;4.57;0.0;0.02;0.065;0.025;0.86;0.02;0.01;28.57;3442.82;58.68;46;0.295;http://pbs.twimg.com/profile_images/985478588823633920/ro2Z7UOs_normal.jpg;https://pbs.twimg.com/profile_images/985478588823633920/ro2Z7UOs_normal.jpg
561;toolle_;1254935054;1734646;1439933;156;2102.35;17616787.97;4197.24;0.08695652173913043;0.14130434782608695;0.20652173913043478;0.3423913043478261;0.03260869565217391;0.06521739130434782;0.125;26.29;316.78;17.80;27;0.155;http://pbs.twimg.com/profile_images/983594791194841089/InCbsT13_normal.jpg;https://pbs.twimg.com/profile_images/983594791194841089/InCbsT13_normal.jpg
562;misho_sa1;2441533937;798297;784174;176;10.55;129.26;11.37;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;15;0.095;http://pbs.twimg.com/profile_images/981875851133423616/SOSyQ9vO_normal.jpg;https://pbs.twimg.com/profile_images/981875851133423616/SOSyQ9vO_normal.jpg
563;2wr__;712395353375580160;18044;1857;187;7766.94;126233917.04;11235.39;0.065;0.25;0.07;0.07;0.165;0.16;0.22;28.57;199.39;14.12;4;0.02;http://pbs.twimg.com/profile_images/987326212996550656/OfMAvhot_normal.jpg;https://pbs.twimg.com/profile_images/987326212996550656/OfMAvhot_normal.jpg
564;ConsumersKenya;245060966;323864;262210;177;610.02;623684.66;789.74;0.205;0.55;0.115;0.09;0.0;0.0;0.04;28.57;1283.39;35.82;26;0.43;http://pbs.twimg.com/profile_images/1230165656/Cofek-JPEG_-_2010_normal.jpg;https://pbs.twimg.com/profile_images/1230165656/Cofek-JPEG_-_2010_normal.jpg
565;3a;277334459;149302;128446;95;48.64;8748.46;93.53;0.1885245901639344;0.040983606557377046;0.04918032786885246;0.05737704918032787;0.09016393442622951;0.04918032786885246;0.5245901639344263;17.43;395.10;19.88;2;0.02;http://pbs.twimg.com/profile_images/970286111141527553/Gm39so4K_normal.jpg;https://pbs.twimg.com/profile_images/970286111141527553/Gm39so4K_normal.jpg
566;UUV__;2678767514;154712;139093;166;3.22;7.62;2.76;0.0;0.0;0.9695431472081218;0.030456852791878174;0.0;0.0;0.0;28.14;4424.69;66.52;23;0.13;http://pbs.twimg.com/profile_images/985369825391403010/K72I9uPF_normal.jpg;https://pbs.twimg.com/profile_images/985369825391403010/K72I9uPF_normal.jpg
567;1UlUI;470163444;397486;361340;157;63.57;23363.89;152.85;0.16080402010050251;0.03015075376884422;0.07537688442211055;0.035175879396984924;0.25125628140703515;0.17587939698492464;0.271356783919598;28.43;331.10;18.20;23;0.155;http://pbs.twimg.com/profile_images/989444957529411584/rOBaVh12_normal.jpg;https://pbs.twimg.com/profile_images/989444957529411584/rOBaVh12_normal.jpg
568;_A_NS;931842675095080960;42780;38026;167;2.84;1.24;1.11;0.0;0.0;0.0;1.0;0.0;0.0;0.0;27.57;4561.10;67.54;43;0.28;http://pbs.twimg.com/profile_images/988432074028789761/XFrKuq29_normal.jpg;https://pbs.twimg.com/profile_images/988432074028789761/XFrKuq29_normal.jpg
569;F_00y;846098077551349761;84579;80627;161;2.27;2.36;1.54;0.0;0.0;0.0;0.2193877551020408;0.02040816326530612;0.7346938775510204;0.025510204081632654;28.00;2448.29;49.48;21;0.12;http://pbs.twimg.com/profile_images/961186610346946560/jsPF-JBP_normal.jpg;https://pbs.twimg.com/profile_images/961186610346946560/jsPF-JBP_normal.jpg
570;sdu___;2756033822;279238;256673;174;1.94;1.17;1.08;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;41;0.32;http://pbs.twimg.com/profile_images/909505114783801345/4K_hAx41_normal.jpg;https://pbs.twimg.com/profile_images/909505114783801345/4K_hAx41_normal.jpg
571;9FH___;906606318777245696;114330;95906;160;2.36;1.25;1.12;0.1407035175879397;0.20603015075376885;0.11557788944723618;0.11055276381909548;0.0;0.07035175879396985;0.35678391959798994;28.43;436.82;20.90;49;0.31;http://pbs.twimg.com/profile_images/988976013555183616/F_rI20kZ_normal.jpg;https://pbs.twimg.com/profile_images/988976013555183616/F_rI20kZ_normal.jpg
572;taabt__;896583050422865920;41232;37662;166;474.63;639491.13;799.68;0.18090452261306533;0.18090452261306533;0.12060301507537688;0.23618090452261306;0.09547738693467336;0.1407035175879397;0.04522613065326633;28.43;135.10;11.62;14;0.43;http://pbs.twimg.com/profile_images/961253380860661760/CQV6Ih5u_normal.jpg;https://pbs.twimg.com/profile_images/961253380860661760/CQV6Ih5u_normal.jpg
573;Elzamalkwy14;3463229427;34133;32087;166;1.40;1.09;1.05;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;32;0.165;http://pbs.twimg.com/profile_images/989419132000047105/KrQiR5fu_normal.jpg;https://pbs.twimg.com/profile_images/989419132000047105/KrQiR5fu_normal.jpg
574;sdu___;2756033822;279238;256673;174;1.94;1.17;1.08;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.57;4897.96;69.99;41;0.32;http://pbs.twimg.com/profile_images/909505114783801345/4K_hAx41_normal.jpg;https://pbs.twimg.com/profile_images/909505114783801345/4K_hAx41_normal.jpg
575;iixr371;980907647582031875;1255;851;166;1371.99;2668064.59;1633.42;0.06060606060606061;0.11616161616161616;0.23737373737373738;0.15656565656565657;0.10606060606060606;0.2828282828282828;0.04040404040404041;28.29;269.06;16.40;40;0.27;http://pbs.twimg.com/profile_images/988298734453903360/_nMe4aZd_normal.jpg;https://pbs.twimg.com/profile_images/988298734453903360/_nMe4aZd_normal.jpg
576;Ayomozis;946031696482328581;1487;1249;172;6196.69;89939815.53;9483.66;0.052083333333333336;0.14583333333333334;0.125;0.171875;0.11458333333333333;0.13020833333333334;0.2604166666666667;27.43;127.39;11.29;17;0.15;http://pbs.twimg.com/profile_images/947167818138648576/Nc3kYUkN_normal.jpg;https://pbs.twimg.com/profile_images/947167818138648576/Nc3kYUkN_normal.jpg
